Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,TotalPages,TotalDuration,AvgTimePerPage,VisitorType_Weekend
5,4.972883976745334,1,3.0252910757955354,5.220355825078324,8.183337580442293,0.0,0.00381931,4.936779433134196,0.0,Oct,2,2,3,20,Returning_Visitor,False,5.25227342804663,8.227864098597411,19.69909872157895,Returning_Visitor_False
0,0.0,0,0.0,3.332204510175204,7.111138202390181,0.0,0.024691358,0.0,0.0,Dec,4,2,1,2,New_Visitor,True,3.332204510175204,7.111138202390181,45.35339507407407,New_Visitor_True
0,0.0,0,0.0,3.5553480614894135,6.930250356809508,0.0,0.021354167,0.0,0.4,May,2,2,3,3,Returning_Visitor,False,3.5553480614894135,6.930250356809508,30.051470588235293,Returning_Visitor_False
0,0.0,0,0.0,3.7376696182833684,7.031676053457097,0.0,0.015447154,0.0,0.0,Dec,2,2,8,2,New_Visitor,False,3.7376696182833684,7.031676053457097,27.583565609756096,New_Visitor_False
2,2.4849066497880004,0,0.0,3.8918202981106265,7.8489662396864635,0.004255319,0.005319149,0.0,0.0,May,2,5,7,4,Returning_Visitor,False,3.9318256327243257,7.853248762534891,51.46166666,Returning_Visitor_False
3,4.593097604753822,0,0.0,1.791759469228055,4.117409835153096,0.0,0.025,0.0,0.0,Oct,2,2,9,2,New_Visitor,False,2.1972245773362196,5.0701612734102826,19.775,New_Visitor_False
1,2.0794415416798357,0,0.0,2.4849066497880004,5.700443573390687,0.0,0.006666667,0.0,0.0,Mar,3,2,3,3,Returning_Visitor,True,2.5649493574615367,5.723585101952381,25.416666666666668,Returning_Visitor_True
3,3.7256934272366524,0,0.0,3.044522437723423,6.6329894317969025,0.0,0.02,3.6703763030077297,0.0,Nov,2,2,8,3,Returning_Visitor,False,3.1780538303479458,6.684924178849973,34.75,Returning_Visitor_False
0,0.0,0,0.0,1.0986122886681098,2.302585092994046,0.0,0.066666667,0.0,0.0,Nov,2,2,8,6,Returning_Visitor,False,1.0986122886681098,2.302585092994046,4.5,Returning_Visitor_False
1,2.6026896854443837,0,0.0,3.9512437185814275,6.647679109058676,0.0,0.004081633,0.0,0.0,May,2,2,1,2,Returning_Visitor,True,3.970291913552122,6.663761945098488,15.047939559615385,Returning_Visitor_True
11,6.62457417303289,3,2.70805020110221,4.6913478822291435,8.428684887754354,0.016945141,0.026110286,1.4819314856537804,0.0,Nov,1,1,1,2,Returning_Visitor,False,4.812184355372417,8.583516534804284,43.785744961475416,Returning_Visitor_False
15,5.602180319726616,3,4.812184355372417,4.204692619390966,7.930781580693652,0.0,0.016533333,0.0,0.0,Nov,2,2,3,10,Returning_Visitor,False,4.442651256490317,8.062627120856359,37.76924603214285,Returning_Visitor_False
0,0.0,0,0.0,1.0986122886681098,3.5263605246161616,0.0,0.1,0.0,0.0,May,1,8,3,2,Returning_Visitor,False,1.0986122886681098,3.5263605246161616,16.5,Returning_Visitor_False
1,4.848116364598481,1,0.0,3.970291913552122,7.547181927057193,0.005555556,0.016838538,0.0,0.0,Nov,3,2,3,11,Returning_Visitor,False,4.007333185232471,7.611789895729315,37.42396,Returning_Visitor_False
6,5.304961909101142,0,0.0,2.302585092994046,5.043425116919247,0.0,0.030769231,0.0,0.0,May,1,1,1,1,Returning_Visitor,False,2.772588722239781,5.873056315963871,23.62222222,Returning_Visitor_False
0,0.0,0,0.0,2.6390573296152584,5.4771606591050395,0.0,0.007692308,0.0,0.0,Mar,2,2,6,2,Returning_Visitor,False,2.6390573296152584,5.4771606591050395,18.320512823076925,Returning_Visitor_False
2,4.084294226368599,0,0.0,4.442651256490317,8.168965681512857,0.01577381,0.039900794,0.0,0.0,June,2,2,1,1,Returning_Visitor,False,4.465908118654584,8.185375654850839,41.71036337209302,Returning_Visitor_False
7,5.506685632144774,0,0.0,1.791759469228055,5.551666760048678,0.027272727,0.051818182,0.0,0.0,May,1,1,3,3,Returning_Visitor,False,2.5649493574615367,6.220590170099739,41.833333333333336,Returning_Visitor_False
2,4.1588830833596715,0,0.0,1.6094379124341003,3.8010914447208646,0.016666667,0.016666667,0.0,0.0,Nov,1,2,3,2,New_Visitor,False,1.9459101490553132,4.6798137289838575,17.791666666666668,New_Visitor_False
0,0.0,0,0.0,3.295836866004329,6.566672429803241,0.003846154,0.017521368,0.0,0.0,Aug,3,3,4,4,Returning_Visitor,False,3.295836866004329,6.566672429803241,27.307692307692307,Returning_Visitor_False
0,0.0,0,0.0,3.1354942159291497,5.917100131729353,0.018181818,0.054545455,0.0,0.6,May,2,2,4,13,Returning_Visitor,False,3.1354942159291497,5.917100131729353,16.83333333181818,Returning_Visitor_False
0,0.0,0,0.0,2.302585092994046,6.032686461569596,0.0,0.0125,0.0,0.0,Mar,3,2,9,2,New_Visitor,False,2.302585092994046,6.032686461569596,46.2037037,New_Visitor_False
1,4.48863636973214,0,0.0,3.1354942159291497,6.249653440100622,0.0,0.016666667,0.0,0.0,Dec,1,1,3,8,Returning_Visitor,False,3.1780538303479458,6.406604920684544,26.29710144782609,Returning_Visitor_False
0,0.0,0,0.0,1.0986122886681098,2.8903717578961645,0.0,0.1,0.0,0.0,Nov,1,1,1,2,New_Visitor,False,1.0986122886681098,2.8903717578961645,8.5,New_Visitor_False
2,2.0794415416798357,1,0.0,4.382026634673881,8.130030636349359,0.017761848,0.04031012,0.0,1.0,May,2,2,1,5,Returning_Visitor,True,4.418840607796598,8.132090427756907,41.47443379268292,Returning_Visitor_True
0,0.0,0,0.0,1.3862943611198906,4.0943445622221,0.0,0.033333333,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,1.3862943611198906,4.0943445622221,19.666666666666668,Returning_Visitor_False
0,0.0,0,0.0,1.9459101490553132,5.352805551832106,0.055555556,0.068055556,0.0,0.0,May,3,2,4,20,Returning_Visitor,False,1.9459101490553132,5.352805551832106,35.03333333333333,Returning_Visitor_False
4,4.632785353021065,0,0.0,4.5217885770490405,8.647029816561037,0.006451613,0.033623455,0.0,0.0,Sep,4,1,9,1,Returning_Visitor,False,4.564348191467836,8.664752776997004,60.98959697894737,Returning_Visitor_False
0,0.0,0,0.0,3.332204510175204,6.814542897259958,0.007407407,0.011111111,0.0,0.0,Nov,4,2,1,3,New_Visitor,True,3.332204510175204,6.814542897259958,33.7037037037037,New_Visitor_True
2,2.803360380906535,0,0.0,3.367295829986474,6.311855794029956,0.0,0.006666667,0.0,0.0,Mar,2,2,1,2,New_Visitor,False,3.4339872044851463,6.33959475527403,18.852222223333335,New_Visitor_False
1,4.51085950651685,0,0.0,3.4657359027997265,7.856400254828587,0.025,0.032986111,0.0,0.4,May,3,2,6,1,Returning_Visitor,False,3.4965075614664802,7.890660500554243,83.47526040625,Returning_Visitor_False
8,5.464620350821299,2,4.93806460126142,4.276666119016055,7.829438413683509,0.006349206,0.025572609,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,True,4.406719247264253,7.968043696816307,35.63214308888889,Returning_Visitor_True
8,5.129370257562597,6,6.307642964389381,4.718498871295094,8.754815794478946,0.003361345,0.009431773,3.8115349126598868,0.0,Dec,3,2,6,2,Returning_Visitor,False,4.836281906951478,8.861748825642303,56.4465047624,Returning_Visitor_False
11,7.275241569132519,5,5.327876168789581,5.420534999272286,9.169169319563142,0.00455693,0.012050716,2.326524840008335,0.0,Nov,2,2,4,2,Returning_Visitor,False,5.488937726156687,9.327656599049947,46.65456277593361,Returning_Visitor_False
8,4.770351639371264,4,5.42215610359889,3.7612001156935624,6.291990126856657,0.015510204,0.011281179,0.0,0.0,Jul,1,1,1,4,Returning_Visitor,False,4.007333185232471,6.782820840140018,16.325088185185184,Returning_Visitor_False
6,5.117686686815402,2,4.74493212836325,3.7612001156935624,7.609423742564898,0.016,0.028841026,3.3197761611373364,0.0,Nov,1,1,3,2,Returning_Visitor,False,3.9318256327243257,7.7393871095265165,45.921282057999996,Returning_Visitor_False
7,5.434267706159869,0,0.0,4.276666119016055,7.166459937560899,0.002631579,0.01503053,1.7062507904399111,0.0,May,2,2,3,13,Returning_Visitor,False,4.3694478524670215,7.328684339463037,19.51764367948718,Returning_Visitor_False
0,0.0,0,0.0,1.9459101490553132,6.617402977974478,0.033333333,0.066666667,0.0,0.0,May,2,2,3,3,Returning_Visitor,False,1.9459101490553132,6.617402977974478,124.5,Returning_Visitor_False
4,4.110873864173311,2,4.436751534363128,4.836281906951478,8.223714030939044,0.0,0.001158605,0.0,0.0,May,2,2,7,2,Returning_Visitor,False,4.882801922586371,8.261480943745445,29.548273358778626,Returning_Visitor_False
1,3.3032169733019514,0,0.0,1.6094379124341003,4.680277658474897,0.0,0.04,3.6286458635848016,0.0,Oct,2,2,2,5,New_Visitor,False,1.791759469228055,4.897839799950911,26.6,New_Visitor_False
1,1.0986122886681098,1,0.0,4.356708826689592,7.814865918049626,0.005128205,0.02648199,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,False,4.382026634673881,7.815672970182702,31.36904796202532,Returning_Visitor_False
0,0.0,0,0.0,4.060443010546419,7.907528948117456,0.0,0.005263158,0.0,0.0,Nov,2,2,2,3,Returning_Visitor,False,4.060443010546419,7.907528948117456,47.66081871929825,Returning_Visitor_False
0,0.0,0,0.0,2.5649493574615367,5.368309738368072,0.016666667,0.033333333,0.0,0.2,May,4,1,1,3,Returning_Visitor,False,2.5649493574615367,5.368309738368072,17.791666666666668,Returning_Visitor_False
5,4.257030144499196,3,3.9889840465642745,1.9459101490553132,4.540098189244376,0.0,0.02,0.0,0.0,Jul,2,6,1,3,New_Visitor,True,2.70805020110221,5.376666332959013,15.37857142857143,New_Visitor_True
0,0.0,0,0.0,2.9444389791664403,4.897839799950911,0.038888889,0.072222222,0.0,0.0,May,4,1,1,2,Returning_Visitor,True,2.9444389791664403,4.897839799950911,7.388888888888889,Returning_Visitor_True
3,3.4122472177388503,0,0.0,3.58351893845611,6.150602768446279,0.011428571,0.022857143,0.0,0.0,May,2,2,3,3,Returning_Visitor,False,3.6635616461296463,6.2112691971499885,13.087719298157895,Returning_Visitor_False
0,0.0,0,0.0,2.4849066497880004,5.697932060978025,0.0,0.022222222,0.0,0.0,May,2,2,3,1,Returning_Visitor,False,2.4849066497880004,5.697932060978025,27.022727272727273,Returning_Visitor_False
3,3.367295829986474,0,0.0,3.044522437723423,6.4532312205847875,0.0,0.019047619,3.5096684027781593,0.0,Dec,2,10,1,1,Returning_Visitor,True,3.1780538303479458,6.496397845169135,28.77173913043478,Returning_Visitor_True
8,5.901266279189834,0,0.0,3.295836866004329,6.665046572173087,0.007692308,0.013461538,0.0,0.0,May,1,2,4,15,Returning_Visitor,True,3.5553480614894135,7.046647277848756,33.76470588235294,Returning_Visitor_True
2,5.0238805208462765,0,0.0,2.995732273553991,6.575573823837823,0.004761905,0.015873016,2.473951906765102,0.0,Mar,1,1,7,1,Returning_Visitor,True,3.091042453358316,6.76660308498989,41.30272109047619,Returning_Visitor_True
0,0.0,0,0.0,3.1354942159291497,6.982538023425823,0.023809524,0.036507937,2.466996533562507,0.0,Aug,2,2,2,1,Returning_Visitor,False,3.1354942159291497,6.982538023425823,48.93863636363637,Returning_Visitor_False
1,2.3978952727983707,0,0.0,2.4849066497880004,6.626055278207904,0.02,0.04,0.0,0.0,Nov,2,2,2,2,Returning_Visitor,False,2.5649493574615367,6.639222025369117,63.625,Returning_Visitor_False
0,0.0,0,0.0,3.1354942159291497,6.434947722403667,0.003030303,0.006060606,0.0,0.2,Feb,2,5,1,4,Returning_Visitor,False,3.1354942159291497,6.434947722403667,28.28409090909091,Returning_Visitor_False
2,3.901972669574645,0,0.0,1.791759469228055,5.984356007954615,0.0,0.008333333,0.0,0.0,Dec,3,2,5,10,Returning_Visitor,False,2.0794415416798357,6.099571288508628,63.52380952857143,Returning_Visitor_False
5,4.68213122712422,0,0.0,3.5553480614894135,6.656999623130265,0.0,0.013513514,0.0,0.0,Dec,2,2,1,1,Returning_Visitor,True,3.6888794541139363,6.785827729179768,22.672115384615385,Returning_Visitor_True
6,4.964940334834126,0,0.0,4.6913478822291435,7.299853671254114,0.001785714,0.007142857,0.0,0.8,May,2,2,1,6,Returning_Visitor,False,4.74493212836325,7.391651540291828,14.222660815789474,Returning_Visitor_False
4,5.472270673671475,3,4.485259889315534,2.833213344056216,5.940960414934214,0.021212121,0.057575758,0.0,0.0,Oct,7,1,1,3,Returning_Visitor,False,3.1780538303479458,6.558197802812269,30.608695652173914,Returning_Visitor_False
0,0.0,0,0.0,2.8903717578961645,5.653365988742185,0.0,0.011764706,0.0,0.0,Feb,3,2,6,2,Returning_Visitor,True,2.8903717578961645,5.653365988742185,16.720588235294116,Returning_Visitor_True
7,5.225388186346003,4,5.629418059367339,4.2626798770413155,8.292582492867675,0.006,0.014539683,3.4994501801385804,0.0,Nov,3,2,1,2,Returning_Visitor,True,4.406719247264253,8.402134477066813,55.007025275308635,Returning_Visitor_True
7,5.237328095098755,2,4.290459441148391,3.1354942159291497,6.523562306149512,0.0,0.006190476,3.1552207231074654,0.0,May,3,2,3,2,New_Visitor,False,3.4657359027997265,6.846057164547376,30.29569892580645,New_Visitor_False
0,0.0,0,0.0,2.302585092994046,5.785362461648624,0.014814815,0.022222222,0.0,0.0,Mar,1,2,6,1,Returning_Visitor,False,2.302585092994046,5.785362461648624,36.05555555555556,Returning_Visitor_False
0,0.0,0,0.0,3.044522437723423,5.945420608606575,0.045,0.075,0.0,0.0,June,1,1,2,3,Returning_Visitor,False,3.044522437723423,5.945420608606575,19.05,Returning_Visitor_False
0,0.0,1,3.619886582537699,3.6635616461296463,7.417390193935668,0.005405405,0.022972973,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,3.6888794541139363,7.438981390307886,43.59017093153846,Returning_Visitor_False
0,0.0,0,0.0,0.6931471805599453,0.0,0.2,0.2,0.0,0.0,Nov,3,2,1,1,Returning_Visitor,False,0.6931471805599453,0.0,0.0,Returning_Visitor_False
2,4.110873864173311,0,0.0,3.8066624897703196,8.043829256100656,0.001481481,0.016,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,3.8501476017100584,8.062910668872355,68.98949276086957,Returning_Visitor_False
0,0.0,0,0.0,0.6931471805599453,0.0,0.2,0.2,0.0,0.0,Mar,2,2,7,1,Returning_Visitor,True,0.6931471805599453,0.0,0.0,Returning_Visitor_True
3,4.8283137373023015,0,0.0,2.3978952727983707,5.586998939208026,0.0,0.015277778,0.0,0.0,Sep,1,1,1,2,Returning_Visitor,False,2.6390573296152584,5.968537042379011,29.994871792307695,Returning_Visitor_False
3,3.8918202981106265,1,4.085976312551584,3.58351893845611,7.4377951216719325,0.005714286,0.005714286,4.548916654783041,0.0,Nov,4,1,1,2,Returning_Visitor,True,3.6888794541139363,7.498592840717513,46.26923076923077,Returning_Visitor_True
6,4.348125082955097,0,0.0,2.0794415416798357,4.379941128141106,0.004444444,0.010666667,0.0,0.0,Mar,2,2,8,2,Returning_Visitor,False,2.6390573296152584,5.050923812967678,11.935897435384616,Returning_Visitor_False
0,0.0,0,0.0,1.3862943611198906,4.084294226368599,0.0,0.066666667,0.0,0.0,Jul,2,4,1,2,Returning_Visitor,False,1.3862943611198906,4.084294226368599,19.466666666666665,Returning_Visitor_False
0,0.0,0,0.0,2.8903717578961645,5.844510134054794,0.005555556,0.030555556,3.331668652343323,0.0,May,2,2,1,5,Returning_Visitor,False,2.8903717578961645,5.844510134054794,20.254901958823528,Returning_Visitor_False
0,0.0,0,0.0,0.6931471805599453,0.0,0.2,0.2,0.0,0.0,May,3,2,9,13,Returning_Visitor,False,0.6931471805599453,0.0,0.0,Returning_Visitor_False
3,3.5040547671018634,0,0.0,3.332204510175204,7.150113049220151,0.0,0.008888889,3.804368995722367,0.0,Nov,2,2,1,2,New_Visitor,False,3.4339872044851463,7.1751070849606675,43.516666666666666,New_Visitor_False
4,2.772588722239781,0,0.0,2.3978952727983707,5.289276621895888,0.0,0.016666667,3.688629422858727,0.0,Mar,1,1,1,3,Returning_Visitor,True,2.70805020110221,5.362230692291689,15.157142857142857,Returning_Visitor_True
0,0.0,0,0.0,2.70805020110221,4.804021044733257,0.092857143,0.116666667,0.0,0.4,May,3,2,3,13,Returning_Visitor,False,2.70805020110221,4.804021044733257,8.642857142857142,Returning_Visitor_False
5,4.919980925828125,0,0.0,3.4339872044851463,7.699238360414002,0.0,0.012121212,3.876615618344306,0.0,May,2,2,4,6,Returning_Visitor,False,3.58351893845611,7.759045160781166,66.90476191428571,Returning_Visitor_False
0,0.0,0,0.0,1.0986122886681098,5.318119993844216,0.0,0.1,0.0,0.0,May,2,2,1,3,Returning_Visitor,False,1.0986122886681098,5.318119993844216,101.5,Returning_Visitor_False
5,4.430816798843313,0,0.0,4.248495242049359,7.8313062581621695,0.000342466,0.021765601,0.0,0.0,Nov,2,2,9,2,Returning_Visitor,False,4.31748811353631,7.8637345634018105,35.13806306756757,Returning_Visitor_False
0,0.0,0,0.0,1.0986122886681098,0.0,0.2,0.2,0.0,0.6,May,1,1,1,3,Returning_Visitor,False,1.0986122886681098,0.0,0.0,Returning_Visitor_False
0,0.0,0,0.0,1.9459101490553132,4.143134726391533,0.0,0.04,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,1.9459101490553132,4.143134726391533,10.333333333333334,Returning_Visitor_False
2,3.3528237972613213,0,0.0,3.1354942159291497,6.04310778025982,0.008695652,0.01516165,0.0,0.0,May,3,2,1,4,Returning_Visitor,False,3.2188758248682006,6.106540217444951,18.65763888875,Returning_Visitor_False
1,4.912654885736052,0,0.0,1.0986122886681098,4.955827057601261,0.0,0.066666667,0.0,0.0,Mar,2,2,1,10,Returning_Visitor,False,1.3862943611198906,5.6240175061873385,92.0,Returning_Visitor_False
0,0.0,0,0.0,4.204692619390966,7.094083085862062,0.0015625,0.004166667,0.0,0.0,Sep,2,2,4,4,Returning_Visitor,True,4.204692619390966,7.094083085862062,18.239653681818183,Returning_Visitor_True
1,4.727387818712341,0,0.0,3.6375861597263857,7.622908539804697,0.005555556,0.016666667,2.592104017399871,0.0,Mar,2,5,3,6,Returning_Visitor,False,3.6635616461296463,7.676241816087898,56.723684210526315,Returning_Visitor_False
7,4.812184355372417,3,3.713572066704308,4.718498871295094,8.057051440161336,0.003448276,0.014655172,1.2845558300936648,0.0,Dec,2,2,1,1,Returning_Visitor,True,4.804021044733257,8.107108680175285,27.41298209090909,Returning_Visitor_True
0,0.0,0,0.0,2.0794415416798357,6.553933404025811,0.0,0.057142857,0.0,0.8,May,2,5,1,4,Returning_Visitor,False,2.0794415416798357,6.553933404025811,100.14285714285714,Returning_Visitor_False
0,0.0,0,0.0,0.6931471805599453,0.0,0.2,0.2,0.0,0.0,Sep,1,1,2,2,Returning_Visitor,False,0.6931471805599453,0.0,0.0,Returning_Visitor_False
1,2.3978952727983707,1,0.0,3.367295829986474,6.7226297948554485,0.013793103,0.044827586,0.0,0.4,May,2,2,1,2,Returning_Visitor,False,3.4339872044851463,6.734591659972948,28.0,Returning_Visitor_False
1,3.6041382256588457,0,0.0,2.0794415416798357,7.068172000388042,0.0,0.028571429,4.353896428165846,0.0,Nov,2,4,9,2,Returning_Visitor,False,2.1972245773362196,7.098169005673428,151.09375,Returning_Visitor_False
0,0.0,0,0.0,2.302585092994046,6.317164686747284,0.0,0.025,4.007114979609174,0.0,May,1,1,1,4,New_Visitor,False,2.302585092994046,6.317164686747284,61.44444444444444,New_Visitor_False
0,0.0,0,0.0,1.791759469228055,3.970291913552122,0.0,0.02,0.0,0.0,Mar,2,4,7,2,Returning_Visitor,False,1.791759469228055,3.970291913552122,10.4,Returning_Visitor_False
0,0.0,0,0.0,2.3978952727983707,3.832979798087693,0.08,0.1,0.0,0.0,Aug,1,1,1,3,Returning_Visitor,False,2.3978952727983707,3.832979798087693,4.5200000000000005,Returning_Visitor_False
2,4.1348465055314305,0,0.0,3.713572066704308,6.682112774508754,0.0,0.012539087,2.416607898950706,0.0,Oct,2,2,3,2,Returning_Visitor,False,3.7612001156935624,6.756331433477243,20.440079364285715,Returning_Visitor_False
14,6.265206151185283,2,5.518790689172678,4.897839799950911,8.691146214674088,0.005957447,0.008289956,0.0,0.0,Dec,1,1,1,10,Returning_Visitor,False,5.0106352940962555,8.813331654243655,45.11598418993289,Returning_Visitor_False
3,4.901316337099894,2,5.3003153692107094,5.017279836814924,8.504419174759967,0.005664488,0.016427015,0.0,0.0,Oct,2,2,3,13,Returning_Visitor,True,5.049856007249537,8.569672312666116,33.98969542387097,Returning_Visitor_True
0,0.0,0,0.0,3.4011973816621555,7.053153481671494,0.05862069,0.095402299,0.0,0.8,May,2,2,1,13,Returning_Visitor,False,3.4011973816621555,7.053153481671494,39.8448275862069,Returning_Visitor_False
1,3.6635616461296463,0,0.0,2.833213344056216,6.591281728848009,0.038888889,0.045198413,2.978755649177354,0.0,May,3,2,4,4,Returning_Visitor,True,2.8903717578961645,6.642114223102883,45.042016805882355,Returning_Visitor_True
0,0.0,0,0.0,3.5263605246161616,7.123269803131856,0.070588235,0.095098039,0.0,1.0,May,2,2,1,2,Returning_Visitor,True,3.5263605246161616,7.123269803131856,37.56060606060606,Returning_Visitor_True
0,0.0,0,0.0,2.1972245773362196,5.144777610985209,0.0,0.0,3.6627679917821574,0.0,Aug,2,5,1,5,New_Visitor,False,2.1972245773362196,5.144777610985209,21.3166666625,New_Visitor_False
2,4.685828089005546,2,4.581901559048737,3.4965075614664802,6.726623014699402,0.024509804,0.035882353,0.0,0.0,Jul,3,2,4,1,Returning_Visitor,False,3.6109179126442243,6.945460421160786,28.817361111111115,Returning_Visitor_False
3,3.4965075614664802,0,0.0,3.044522437723423,6.1194729033071535,0.0,0.001058201,0.0,0.0,Mar,2,2,1,2,New_Visitor,True,3.1780538303479458,6.18749380593062,21.11413043478261,New_Visitor_True
5,5.911880067765139,0,0.0,2.70805020110221,6.179947638227585,0.010526316,0.031578947,0.0,0.0,Sep,1,1,1,2,Returning_Visitor,False,2.995732273553991,6.746842901464834,44.756140352631576,Returning_Visitor_False
4,5.183654458040981,1,4.257030144499196,2.3978952727983707,6.000465582720987,0.0,0.005555556,0.0,0.0,Nov,1,1,3,5,New_Visitor,False,2.772588722239781,6.477818158949485,43.30333333333333,New_Visitor_False
0,0.0,0,0.0,3.1780538303479458,5.827719375788803,0.0,0.008695652,0.0,0.0,Nov,3,2,1,10,Returning_Visitor,False,3.1780538303479458,5.827719375788803,14.721014491304347,Returning_Visitor_False
11,6.7202836411779145,6,5.9670864684653715,4.060443010546419,7.6501356465148,0.003333333,0.009142857,1.4583079988283252,0.0,Mar,2,2,1,2,Returning_Visitor,False,4.31748811353631,8.107222905909207,44.829052058108104,Returning_Visitor_False
7,5.07829394257007,0,0.0,2.6390573296152584,5.895779296973574,0.0,0.003921569,0.0,0.0,May,2,2,7,2,New_Visitor,False,3.044522437723423,6.259581464064923,26.1,New_Visitor_False
0,0.0,0,0.0,2.0794415416798357,5.321382639641899,0.0,0.00952381,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,2.0794415416798357,5.321382639641899,29.0952381,Returning_Visitor_False
0,0.0,0,0.0,0.6931471805599453,0.0,0.2,0.2,0.0,0.0,May,3,2,3,1,Returning_Visitor,False,0.6931471805599453,0.0,0.0,Returning_Visitor_False
5,4.3694478524670215,0,0.0,3.091042453358316,6.010776858140355,0.0,0.009937888,0.0,0.0,May,2,4,1,3,Returning_Visitor,False,3.295836866004329,6.185797016568072,18.646153846153847,Returning_Visitor_False
5,5.996825153350078,0,0.0,3.6635616461296463,7.3599015434686,0.005980066,0.015724311,3.2391761220316764,0.0,Sep,2,4,7,4,Returning_Visitor,False,3.784189633918261,7.58722525809109,45.85655379069767,Returning_Visitor_False
0,0.0,0,0.0,0.6931471805599453,0.0,0.2,0.2,0.0,0.0,Mar,2,5,5,1,Returning_Visitor,False,0.6931471805599453,0.0,0.0,Returning_Visitor_False
5,4.890316150234376,0,0.0,3.58351893845611,7.44648785580664,0.0,0.000263158,0.0,0.4,May,2,2,3,3,New_Visitor,False,3.713572066704308,7.520683749339343,46.120723675,New_Visitor_False
0,0.0,0,0.0,1.6094379124341003,4.33729074083249,0.0,0.05,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,True,1.6094379124341003,4.33729074083249,18.875,Returning_Visitor_True
0,0.0,1,1.3862943611198906,3.9512437185814275,8.595780481529424,0.001923077,0.020120574,2.1740160612934556,0.0,May,2,2,3,2,Returning_Visitor,False,3.970291913552122,8.596334980584542,104.05363248076924,Returning_Visitor_False
0,0.0,0,0.0,4.143134726391533,7.53695220960574,0.003278689,0.027868852,2.6183938193513643,0.0,Sep,2,4,1,1,Returning_Visitor,False,4.143134726391533,7.53695220960574,30.24360214516129,Returning_Visitor_False
2,3.8066624897703196,0,0.0,2.833213344056216,6.512487995850418,0.005555556,0.025925926,0.0,0.0,Mar,2,2,4,2,Returning_Visitor,True,2.9444389791664403,6.5757729476337765,39.80555555555556,Returning_Visitor_True
0,0.0,0,0.0,2.3978952727983707,5.335131339670753,0.0,0.02,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,2.3978952727983707,5.335131339670753,20.65,Returning_Visitor_False
3,4.855928904335275,1,3.8607297110405954,3.5263605246161616,7.27374008445992,0.011428571,0.027210884,0.0,0.0,Dec,2,2,1,1,Returning_Visitor,False,3.6375861597263857,7.387667983898374,43.646846837837835,Returning_Visitor_False
8,5.819711941663262,2,4.334017415487521,2.9444389791664403,7.309965094369629,0.0,0.022,2.610741059303952,0.0,Nov,2,2,9,10,Returning_Visitor,False,3.367295829986474,7.552893240355722,68.04464285714286,Returning_Visitor_False
3,5.034351820713572,0,0.0,3.367295829986474,6.413267681990181,0.009375,0.03125,3.03628425786477,0.0,Jul,2,2,7,13,Returning_Visitor,False,3.4657359027997265,6.636580650275465,24.563978493548387,Returning_Visitor_False
0,0.0,0,0.0,3.4339872044851463,7.428496579535504,0.0,0.014285714,3.7408400362404945,0.0,Dec,2,2,4,2,Returning_Visitor,False,3.4339872044851463,7.428496579535504,56.075833333333335,Returning_Visitor_False
0,0.0,0,0.0,2.1972245773362196,4.574710978503383,0.025,0.05,0.0,0.0,Nov,2,4,9,20,Returning_Visitor,False,2.1972245773362196,4.574710978503383,12.0,Returning_Visitor_False
0,0.0,0,0.0,2.8903717578961645,6.379557405548205,0.011764706,0.035294118,0.0,0.0,Mar,2,4,4,1,Returning_Visitor,False,2.8903717578961645,6.379557405548205,34.62745098235294,Returning_Visitor_False
1,0.0,0,0.0,2.0794415416798357,4.716264233493678,0.0,0.028571429,0.0,0.0,May,3,2,1,4,Returning_Visitor,True,2.1972245773362196,4.716264233493678,13.84375,Returning_Visitor_True
1,3.518980417318539,0,0.0,3.2188758248682006,6.318667768286892,0.0,0.024,2.2984417443679015,0.0,Dec,2,2,1,2,Returning_Visitor,False,3.258096538021482,6.376018079874311,23.463333332,Returning_Visitor_False
0,0.0,0,0.0,1.0986122886681098,0.0,0.2,0.2,0.0,0.0,Dec,3,2,4,3,Returning_Visitor,False,1.0986122886681098,0.0,0.0,Returning_Visitor_False
2,4.085976312551584,0,0.0,3.6375861597263857,7.210011874951718,0.005405405,0.018670099,1.8662859982627185,0.0,Dec,2,2,3,1,Returning_Visitor,False,3.6888794541139363,7.252343302616185,36.16431623076923,Returning_Visitor_False
7,5.1089711948171175,0,0.0,4.30406509320417,8.014163292206755,0.002631579,0.026472431,1.6590372729253846,0.0,May,2,2,5,1,Returning_Visitor,False,4.394449154672439,8.06714231811838,39.8372321375,Returning_Visitor_False
